fdc_id;name_de;name_en;brand;ingredients_en;kcal;protein;carbs;sugar;fat;satfat;fiber;salt;micronutrients_json
169540;Rindfleisch Rumpsteak;Beef, loin, top loin, separable lean and fat, trimmed to 1/8" fat, choice, raw;;;237;19.32;0;0;17.1;6.91;0;0.135;"{""calcium"":6.0,""eisen"":1.61,""kalium"":302.0,""kupfer"":0.071,""magnesium"":19.0,""mangan"":0.013,""natrium"":54.0,""phosphor"":166.0,""selen"":16.6,""vitamin_a"":0.0,""vitamin_b1"":0.09,""vitamin_b12"":2.79,""vitamin_b2"":0.14,""vitamin_b3"":3.95,""vitamin_b5"":0.32,""vitamin_b6"":0.4,""vitamin_b9"":6.0,""vitamin_c"":0.0,""vitamin_k"":1.5,""zink"":3.2}"
170810;Rindfleisch Schmorbraten;Beef, chuck for stew, separable lean and fat, choice, raw;;;130;21.64;0.12;0;4.81;1.988;0;0.198;"{""calcium"":13.0,""eisen"":2.09,""kalium"":373.0,""kupfer"":0.084,""magnesium"":21.0,""mangan"":0.014,""natrium"":79.0,""phosphor"":217.0,""selen"":23.6,""vitamin_a"":2.0,""vitamin_b1"":0.08,""vitamin_b12"":2.27,""vitamin_b2"":0.17,""vitamin_b3"":4.887,""vitamin_b5"":0.66,""vitamin_b6"":0.568,""vitamin_b9"":3.0,""vitamin_c"":0.0,""vitamin_d"":0.1,""vitamin_e"":0.18,""vitamin_k"":1.5,""zink"":5.41}"
170200;Rindfleisch Brust;Beef, cured, corned beef, brisket, cooked;;;251;18.17;0.47;0;18.98;6.34;0;2.433;"{""calcium"":8.0,""eisen"":1.86,""kalium"":145.0,""kupfer"":0.154,""magnesium"":12.0,""mangan"":0.022,""natrium"":973.0,""phosphor"":125.0,""selen"":32.8,""vitamin_a"":0.0,""vitamin_b1"":0.026,""vitamin_b12"":1.63,""vitamin_b2"":0.17,""vitamin_b3"":3.03,""vitamin_b5"":0.42,""vitamin_b6"":0.23,""vitamin_b9"":6.0,""vitamin_c"":0.0,""vitamin_d"":0.1,""vitamin_e"":0.16,""vitamin_k"":1.5,""zink"":4.58}"
169433;Rindfleisch Flanksteak;Beef, flank, steak, separable lean and fat, trimmed to 0" fat, choice, raw;;;165;21.22;0;0;8.29;3.443;0;0.135;"{""calcium"":27.0,""eisen"":1.55,""kalium"":330.0,""kupfer"":0.071,""magnesium"":22.0,""mangan"":0.013,""natrium"":54.0,""phosphor"":193.0,""selen"":23.3,""vitamin_a"":0.0,""vitamin_b1"":0.056,""vitamin_b12"":1.18,""vitamin_b2"":0.09,""vitamin_b3"":6.842,""vitamin_b5"":0.619,""vitamin_b6"":0.571,""vitamin_b9"":12.0,""vitamin_c"":0.0,""vitamin_d"":0.1,""vitamin_e"":0.33,""vitamin_k"":1.3,""zink"":3.81}"
169451;Rinderleber;Beef, variety meats and by-products, liver, raw;;;135;20.36;3.89;0;3.63;1.233;0;0.173;"{""calcium"":5.0,""eisen"":4.9,""kalium"":313.0,""kupfer"":9.755,""magnesium"":18.0,""mangan"":0.31,""natrium"":69.0,""phosphor"":387.0,""selen"":39.7,""vitamin_a"":4968.0,""vitamin_b1"":0.189,""vitamin_b12"":59.3,""vitamin_b2"":2.755,""vitamin_b3"":13.175,""vitamin_b5"":7.173,""vitamin_b6"":1.083,""vitamin_b9"":290.0,""vitamin_c"":1.3,""vitamin_d"":1.2,""vitamin_e"":0.38,""vitamin_k"":3.1,""zink"":4.0}"
170598;Rinderzunge;Beef, variety meats and by-products, tongue, cooked, simmered;;;284;19.29;0;0;22.3;8.125;0;0.163;"{""calcium"":5.0,""eisen"":2.61,""kalium"":184.0,""kupfer"":0.148,""magnesium"":15.0,""mangan"":0.018,""natrium"":65.0,""phosphor"":145.0,""selen"":13.2,""vitamin_a"":0.0,""vitamin_b1"":0.022,""vitamin_b12"":3.13,""vitamin_b2"":0.294,""vitamin_b3"":3.49,""vitamin_b5"":0.745,""vitamin_b6"":0.155,""vitamin_b9"":7.0,""vitamin_c"":1.3,""vitamin_d"":0.4,""vitamin_e"":0.3,""vitamin_k"":1.2,""zink"":4.09}"
173843;Kalbfleisch;Veal, cubed for stew (leg and shoulder), separable lean only, raw;;;109;20.27;0;0;2.5;0.75;0;0.208;"{""calcium"":17.0,""eisen"":0.88,""kalium"":331.0,""kupfer"":0.118,""magnesium"":25.0,""mangan"":0.029,""natrium"":83.0,""phosphor"":213.0,""selen"":8.8,""vitamin_a"":0.0,""vitamin_b1"":0.09,""vitamin_b12"":1.49,""vitamin_b2"":0.29,""vitamin_b3"":7.4,""vitamin_b5"":1.25,""vitamin_b6"":0.45,""vitamin_b9"":13.0,""vitamin_c"":0.0,""vitamin_e"":0.27,""zink"":3.48}"
172643;Kalbsschnitzel;Veal, leg, top round, cap off, cutlet, boneless, raw;;;107;22.07;0;0;2.07;0.805;0;0.215;"{""calcium"":4.0,""eisen"":0.81,""kalium"":273.0,""kupfer"":0.089,""magnesium"":30.0,""mangan"":0.017,""natrium"":86.0,""phosphor"":212.0,""selen"":16.0,""vitamin_a"":0.0,""vitamin_b1"":0.1,""vitamin_b12"":2.08,""vitamin_b2"":0.34,""vitamin_b3"":9.28,""vitamin_b5"":0.58,""vitamin_b6"":0.599,""vitamin_b9"":4.0,""vitamin_c"":0.0,""vitamin_d"":0.6,""vitamin_e"":0.31,""vitamin_k"":1.1,""zink"":1.97}"
168312;Schweinefilet;Pork, fresh, loin, tenderloin, separable lean and fat, raw;;;120;20.65;0;0;3.53;1.181;0;0.13;"{""calcium"":6.0,""eisen"":0.97,""kalium"":393.0,""kupfer"":0.089,""magnesium"":27.0,""mangan"":0.014,""natrium"":52.0,""phosphor"":243.0,""selen"":30.3,""vitamin_a"":0.0,""vitamin_b1"":0.982,""vitamin_b12"":0.52,""vitamin_b2"":0.337,""vitamin_b3"":6.61,""vitamin_b5"":0.837,""vitamin_b6"":0.765,""vitamin_b9"":0.0,""vitamin_c"":0.0,""vitamin_d"":0.3,""vitamin_e"":0.22,""vitamin_k"":0.0,""zink"":1.87}"
168380;Schweinekotelett;Pork, fresh, blade, (chops), boneless, separable lean and fat, cooked, broiled;;;202;24.73;0.83;0;11.13;3.28;0;0.145;"{""calcium"":8.0,""eisen"":0.89,""kalium"":407.0,""kupfer"":0.07,""magnesium"":24.0,""mangan"":0.009,""natrium"":58.0,""phosphor"":271.0,""selen"":44.6,""vitamin_a"":4.0,""vitamin_b1"":0.637,""vitamin_b12"":0.68,""vitamin_b2"":0.252,""vitamin_b3"":7.698,""vitamin_b5"":1.146,""vitamin_b6"":0.515,""vitamin_b9"":0.0,""vitamin_c"":0.0,""vitamin_d"":0.7,""vitamin_e"":0.21,""vitamin_k"":0.0,""zink"":2.32}"
167903;Schweineschnitzel;Pork, fresh, ground, cooked;;;297;25.69;0;0;20.77;7.72;0;0.183;"{""calcium"":22.0,""eisen"":1.29,""kalium"":362.0,""kupfer"":0.044,""magnesium"":24.0,""mangan"":0.011,""natrium"":73.0,""phosphor"":226.0,""selen"":35.4,""vitamin_a"":2.0,""vitamin_b1"":0.706,""vitamin_b12"":0.54,""vitamin_b2"":0.22,""vitamin_b3"":4.206,""vitamin_b5"":0.52,""vitamin_b6"":0.391,""vitamin_b9"":6.0,""vitamin_c"":0.7,""vitamin_d"":0.5,""vitamin_e"":0.21,""vitamin_k"":0.0,""zink"":3.21}"
167843;Schweinebraten;Pork, fresh, shoulder, whole, separable lean and fat, raw;;;236;17.18;0;0;17.99;6.24;0;0.163;"{""calcium"":15.0,""eisen"":1.05,""kalium"":302.0,""kupfer"":0.084,""magnesium"":18.0,""mangan"":0.011,""natrium"":65.0,""phosphor"":182.0,""selen"":25.5,""vitamin_a"":2.0,""vitamin_b1"":0.767,""vitamin_b12"":0.74,""vitamin_b2"":0.275,""vitamin_b3"":3.833,""vitamin_b5"":0.719,""vitamin_b6"":0.348,""vitamin_b9"":5.0,""vitamin_c"":0.7,""vitamin_d"":1.7,""vitamin_e"":0.19,""vitamin_k"":0.0,""zink"":2.7}"
167812;Schweinebauch;Pork, fresh, belly, raw;;;518;9.34;0;0;53.01;19.33;0;0.08;"{""calcium"":5.0,""eisen"":0.52,""kalium"":185.0,""kupfer"":0.052,""magnesium"":4.0,""mangan"":0.006,""natrium"":32.0,""phosphor"":108.0,""selen"":8.0,""vitamin_a"":3.0,""vitamin_b1"":0.396,""vitamin_b12"":0.84,""vitamin_b2"":0.242,""vitamin_b3"":4.647,""vitamin_b5"":0.256,""vitamin_b6"":0.13,""vitamin_b9"":1.0,""vitamin_c"":0.3,""vitamin_e"":0.39,""vitamin_k"":0.0,""zink"":1.02}"
167811;Schweinehack;Pork, fresh, backfat, raw;;;812;2.92;0;0;88.69;32.21;0;0.028;"{""calcium"":2.0,""eisen"":0.18,""kalium"":65.0,""kupfer"":0.018,""magnesium"":2.0,""mangan"":0.002,""natrium"":11.0,""phosphor"":38.0,""selen"":8.0,""vitamin_a"":5.0,""vitamin_b1"":0.084,""vitamin_b12"":0.18,""vitamin_b2"":0.051,""vitamin_b3"":0.985,""vitamin_b5"":0.115,""vitamin_b6"":0.04,""vitamin_b9"":1.0,""vitamin_c"":0.1,""vitamin_d"":3.1,""vitamin_e"":0.0,""vitamin_k"":0.0,""zink"":0.37}"
172439;Bacon;Bacon, meatless;;;309;11.69;5.31;0;29.52;4.622;2.6;3.663;"{""calcium"":23.0,""eisen"":2.41,""kalium"":170.0,""kupfer"":0.105,""magnesium"":19.0,""mangan"":0.205,""natrium"":1465.0,""phosphor"":70.0,""selen"":7.4,""vitamin_a"":4.0,""vitamin_b1"":4.4,""vitamin_b12"":0.0,""vitamin_b2"":0.481,""vitamin_b3"":7.56,""vitamin_b5"":0.113,""vitamin_b6"":0.479,""vitamin_b9"":42.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":6.9,""vitamin_k"":0.0,""zink"":0.42}"
173865;Schinken gekocht;Ham, minced;;;263;16.28;1.84;0;20.68;7.181;0;3.113;"{""calcium"":10.0,""eisen"":0.79,""kalium"":311.0,""kupfer"":0.08,""magnesium"":16.0,""mangan"":0.031,""natrium"":1245.0,""phosphor"":157.0,""selen"":20.0,""vitamin_a"":0.0,""vitamin_b1"":0.712,""vitamin_b12"":0.95,""vitamin_b2"":0.19,""vitamin_b3"":4.162,""vitamin_b5"":0.18,""vitamin_b6"":0.26,""vitamin_b9"":1.0,""vitamin_c"":0.0,""vitamin_d"":0.7,""vitamin_e"":0.27,""vitamin_k"":0.0,""zink"":1.9}"
171628;Schinken-Kaese-Laib;Ham and cheese loaf or roll;;;241;13.6;4;0;18.7;6.966;0;2.5;"{""calcium"":58.0,""eisen"":0.91,""kalium"":294.0,""kupfer"":0.08,""magnesium"":16.0,""natrium"":1000.0,""phosphor"":253.0,""selen"":34.6,""vitamin_a"":0.0,""vitamin_b1"":0.601,""vitamin_b12"":0.81,""vitamin_b2"":0.187,""vitamin_b3"":3.452,""vitamin_b5"":0.52,""vitamin_b6"":0.26,""vitamin_b9"":3.0,""vitamin_c"":0.0,""vitamin_d"":1.1,""vitamin_e"":0.27,""vitamin_k"":0.0,""zink"":2.0}"
172936;Salami;Salami, cooked, beef and pork;;;336;21.85;2.4;0.96;25.9;9.316;0;4.35;"{""calcium"":15.0,""eisen"":1.56,""kalium"":316.0,""kupfer"":0.357,""magnesium"":19.0,""mangan"":0.978,""natrium"":1740.0,""phosphor"":191.0,""selen"":31.3,""vitamin_a"":0.0,""vitamin_b1"":0.367,""vitamin_b12"":1.52,""vitamin_b2"":0.357,""vitamin_b3"":6.053,""vitamin_b5"":1.201,""vitamin_b6"":0.459,""vitamin_b9"":3.0,""vitamin_c"":0.0,""vitamin_d"":1.0,""vitamin_e"":0.22,""vitamin_k"":3.2,""zink"":2.93}"
174579;Bratwurst;Sausage, pork and beef, fresh, cooked;;;396;13.8;2.7;0;36.25;12.96;0;2.323;"{""calcium"":10.0,""eisen"":1.13,""kalium"":189.0,""kupfer"":0.04,""magnesium"":12.0,""mangan"":0.037,""natrium"":929.0,""phosphor"":107.0,""selen"":14.4,""vitamin_a"":0.0,""vitamin_b1"":0.357,""vitamin_b12"":0.43,""vitamin_b2"":0.147,""vitamin_b3"":3.367,""vitamin_b5"":0.48,""vitamin_b6"":0.05,""vitamin_b9"":2.0,""vitamin_c"":0.0,""vitamin_d"":0.7,""vitamin_e"":0.22,""vitamin_k"":1.6,""zink"":1.87}"
172949;Frankfurter Würstchen;Frankfurter, beef, pork, and turkey, fat free;;;109;12.5;11.21;0;1.59;0.5;0;2.2;"{""calcium"":54.0,""eisen"":1.78,""kalium"":220.0,""kupfer"":0.117,""magnesium"":14.0,""natrium"":880.0,""phosphor"":132.0,""selen"":18.7,""vitamin_a"":0.0,""vitamin_b1"":0.162,""vitamin_b12"":1.06,""vitamin_b2"":0.154,""vitamin_b3"":3.466,""vitamin_b6"":0.181,""vitamin_b9"":6.0,""vitamin_c"":24.0,""vitamin_d"":0.1,""vitamin_e"":0.0,""vitamin_k"":1.8,""zink"":2.92}"
172942;Wiener Würstchen;Sausage, Vienna, canned, chicken, beef, pork;;;230;10.5;2.6;0;19.4;7.125;0;2.198;"{""calcium"":10.0,""eisen"":0.88,""kalium"":101.0,""kupfer"":0.03,""magnesium"":7.0,""natrium"":879.0,""phosphor"":49.0,""selen"":16.9,""vitamin_a"":0.0,""vitamin_b1"":0.087,""vitamin_b12"":1.02,""vitamin_b2"":0.107,""vitamin_b3"":1.613,""vitamin_b5"":0.35,""vitamin_b6"":0.12,""vitamin_b9"":4.0,""vitamin_c"":0.0,""vitamin_d"":0.6,""vitamin_e"":0.22,""vitamin_k"":1.6,""zink"":1.6}"
173870;Leberwurst;Liver sausage, liverwurst, pork;;;326;14.1;2.2;0;28.5;10.6;0;2.15;"{""calcium"":26.0,""eisen"":6.4,""kalium"":170.0,""kupfer"":0.24,""magnesium"":12.0,""mangan"":0.155,""natrium"":860.0,""phosphor"":230.0,""selen"":58.0,""vitamin_a"":8308.0,""vitamin_b1"":0.272,""vitamin_b12"":13.46,""vitamin_b2"":1.03,""vitamin_b3"":4.3,""vitamin_b5"":2.95,""vitamin_b6"":0.19,""vitamin_b9"":30.0,""vitamin_c"":0.0,""zink"":2.3}"
174573;Mortadella;Mortadella, beef, pork;;;311;16.37;3.05;0;25.39;9.51;0;3.115;"{""calcium"":18.0,""eisen"":1.4,""kalium"":163.0,""kupfer"":0.06,""magnesium"":11.0,""mangan"":0.03,""natrium"":1246.0,""phosphor"":97.0,""selen"":22.6,""vitamin_a"":0.0,""vitamin_b1"":0.119,""vitamin_b12"":1.48,""vitamin_b2"":0.153,""vitamin_b3"":2.673,""vitamin_b5"":0.44,""vitamin_b6"":0.13,""vitamin_b9"":3.0,""vitamin_c"":0.0,""vitamin_d"":1.0,""vitamin_e"":0.22,""vitamin_k"":1.6,""zink"":2.1}"
170199;Corned Beef;Beef, cured, corned beef, brisket, raw;;;198;14.68;0.14;0;14.9;4.73;0;3.043;"{""calcium"":7.0,""eisen"":1.69,""kalium"":297.0,""kupfer"":0.11,""magnesium"":14.0,""mangan"":0.02,""natrium"":1217.0,""phosphor"":117.0,""selen"":19.0,""vitamin_a"":0.0,""vitamin_b1"":0.043,""vitamin_b12"":1.78,""vitamin_b2"":0.157,""vitamin_b3"":3.66,""vitamin_b5"":0.57,""vitamin_b6"":0.29,""vitamin_b9"":5.0,""vitamin_c"":27.0,""zink"":2.85}"
174315;Lammkeule;Lamb, leg, shank half, separable lean and fat, trimmed to 1/4" fat, choice, raw;;;201;18.58;0;0;13.49;5.8;0;0.143;"{""calcium"":8.0,""eisen"":1.71,""kalium"":261.0,""kupfer"":0.115,""magnesium"":24.0,""mangan"":0.021,""natrium"":57.0,""phosphor"":178.0,""selen"":21.4,""vitamin_a"":0.0,""vitamin_b1"":0.13,""vitamin_b12"":2.51,""vitamin_b2"":0.23,""vitamin_b3"":6.22,""vitamin_b5"":0.68,""vitamin_b6"":0.15,""vitamin_b9"":20.0,""vitamin_c"":0.0,""vitamin_e"":0.21,""zink"":3.5}"
172517;Lammkotelett;Lamb, New Zealand, imported, loin chop, separable lean and fat, raw;;;298;15.4;0.22;0;26.19;11.161;0;0.158;"{""calcium"":14.0,""eisen"":1.24,""kalium"":262.0,""kupfer"":0.088,""magnesium"":18.0,""mangan"":0.007,""natrium"":63.0,""phosphor"":149.0,""selen"":4.4,""vitamin_a"":16.0,""vitamin_b1"":0.111,""vitamin_b12"":1.47,""vitamin_b2"":0.12,""vitamin_b3"":4.152,""vitamin_b5"":0.418,""vitamin_b6"":0.125,""vitamin_c"":0.0,""vitamin_d"":0.1,""vitamin_e"":0.47,""zink"":2.08}"
174370;Lammhack;Lamb, ground, raw;;;282;16.56;0;0;23.41;10.19;0;0.148;"{""calcium"":16.0,""eisen"":1.55,""kalium"":222.0,""kupfer"":0.101,""magnesium"":21.0,""mangan"":0.019,""natrium"":59.0,""phosphor"":157.0,""selen"":18.8,""vitamin_a"":0.0,""vitamin_b1"":0.11,""vitamin_b12"":2.31,""vitamin_b2"":0.21,""vitamin_b3"":5.96,""vitamin_b5"":0.65,""vitamin_b6"":0.13,""vitamin_b9"":18.0,""vitamin_c"":0.0,""vitamin_d"":0.1,""vitamin_e"":0.2,""vitamin_k"":3.6,""zink"":3.41}"
172500;Lammschulter;Lamb, shoulder, arm, separable lean and fat, trimmed to 1/4" fat, choice, raw;;;260;16.79;0;0;20.9;9.15;0;0.15;"{""calcium"":14.0,""eisen"":1.56,""kalium"":238.0,""kupfer"":0.102,""magnesium"":21.0,""mangan"":0.019,""natrium"":60.0,""phosphor"":159.0,""selen"":19.3,""vitamin_a"":0.0,""vitamin_b1"":0.11,""vitamin_b12"":2.44,""vitamin_b2"":0.22,""vitamin_b3"":6.09,""vitamin_b5"":0.69,""vitamin_b6"":0.13,""vitamin_b9"":19.0,""vitamin_c"":0.0,""vitamin_e"":0.21,""zink"":3.43}"
175298;Wildschwein;Game meat, boar, wild, cooked, roasted;;;160;28.3;0;0;4.38;1.3;0;0.15;"{""calcium"":16.0,""eisen"":1.12,""kalium"":396.0,""kupfer"":0.056,""magnesium"":27.0,""natrium"":60.0,""phosphor"":134.0,""selen"":13.0,""vitamin_a"":0.0,""vitamin_b1"":0.31,""vitamin_b12"":0.7,""vitamin_b2"":0.14,""vitamin_b3"":4.21,""vitamin_b6"":0.418,""vitamin_b9"":6.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.38,""vitamin_k"":1.4,""zink"":3.01}"
172602;Hirsch;Game meat, deer, ground, raw;;;157;21.78;0;0;7.13;3.361;0;0.188;"{""calcium"":11.0,""eisen"":2.92,""kalium"":330.0,""kupfer"":0.14,""magnesium"":21.0,""mangan"":0.014,""natrium"":75.0,""phosphor"":201.0,""selen"":10.0,""vitamin_a"":0.0,""vitamin_b1"":0.547,""vitamin_b12"":1.87,""vitamin_b2"":0.287,""vitamin_b3"":5.7,""vitamin_b5"":0.69,""vitamin_b6"":0.464,""vitamin_b9"":4.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.45,""vitamin_k"":1.2,""zink"":4.2}"
175085;Reh;Game meat, deer, cooked, roasted;;;158;30.21;0;0;3.19;1.25;0;0.135;"{""calcium"":7.0,""eisen"":4.47,""kalium"":335.0,""kupfer"":0.3,""magnesium"":24.0,""mangan"":0.046,""natrium"":54.0,""phosphor"":226.0,""selen"":12.9,""vitamin_a"":0.0,""vitamin_b1"":0.18,""vitamin_b2"":0.6,""vitamin_b3"":6.71,""vitamin_c"":0.0,""zink"":2.75}"
174348;Kaninchen;Game meat, rabbit, wild, cooked, stewed;;;173;33.02;0;0;3.51;1.05;0;0.113;"{""calcium"":18.0,""eisen"":4.85,""kalium"":343.0,""kupfer"":0.176,""magnesium"":31.0,""natrium"":45.0,""phosphor"":240.0,""selen"":15.2,""vitamin_a"":0.0,""vitamin_b1"":0.02,""vitamin_b12"":6.51,""vitamin_b2"":0.07,""vitamin_b3"":6.4,""vitamin_b6"":0.34,""vitamin_b9"":8.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.41,""vitamin_k"":1.5,""zink"":2.38}"
171445;Hähnchenbrust;Chicken, broiler, rotisserie, BBQ, breast, meat only;;;144;28.04;0;0;3.57;0.863;0;0.82;"{""calcium"":13.0,""eisen"":0.46,""kalium"":284.0,""kupfer"":0.041,""magnesium"":25.0,""natrium"":328.0,""phosphor"":246.0,""selen"":23.1,""vitamin_a"":5.0,""vitamin_b1"":0.081,""vitamin_b12"":0.27,""vitamin_b2"":0.131,""vitamin_b3"":9.634,""vitamin_b6"":0.314,""vitamin_b9"":11.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.32,""vitamin_k"":0.0,""zink"":0.87}"
171474;Hähnchenbrust mit Haut;Chicken, broilers or fryers, breast, meat and skin, raw;;;172;20.85;0;0;9.25;2.66;0;0.158;"{""calcium"":11.0,""eisen"":0.74,""kalium"":220.0,""kupfer"":0.039,""magnesium"":25.0,""mangan"":0.018,""natrium"":63.0,""phosphor"":174.0,""selen"":16.6,""vitamin_a"":24.0,""vitamin_b1"":0.063,""vitamin_b12"":0.34,""vitamin_b2"":0.085,""vitamin_b3"":9.908,""vitamin_b5"":0.804,""vitamin_b6"":0.53,""vitamin_b9"":4.0,""vitamin_c"":0.0,""vitamin_d"":0.4,""vitamin_e"":0.27,""vitamin_k"":0.0,""zink"":0.8}"
173619;Hähnchenschenkel;Chicken, broilers or fryers, leg, meat only, raw;;;120;19.16;0;0;4.22;1.05;0;0.24;"{""calcium"":10.0,""eisen"":0.78,""kalium"":238.0,""kupfer"":0.06,""magnesium"":23.0,""mangan"":0.017,""natrium"":96.0,""phosphor"":180.0,""selen"":21.0,""vitamin_a"":10.0,""vitamin_b1"":0.087,""vitamin_b12"":0.57,""vitamin_b2"":0.179,""vitamin_b3"":5.578,""vitamin_b5"":1.17,""vitamin_b6"":0.406,""vitamin_b9"":4.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.18,""vitamin_k"":2.8,""zink"":1.76}"
171118;Hähnchenoberkeule;Chicken, broiler, rotisserie, BBQ, thigh, meat only;;;193;24.09;0;0;10.74;2.777;0;0.838;"{""calcium"":13.0,""eisen"":0.97,""kalium"":262.0,""kupfer"":0.084,""magnesium"":21.0,""natrium"":335.0,""phosphor"":216.0,""selen"":23.1,""vitamin_a"":13.0,""vitamin_b1"":0.055,""vitamin_b12"":0.45,""vitamin_b2"":0.234,""vitamin_b3"":5.441,""vitamin_b6"":0.176,""vitamin_b9"":8.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.48,""vitamin_k"":0.0,""zink"":2.0}"
173632;Hähnchenflügel;Chicken, broilers or fryers, wing, meat only, raw;;;126;21.97;0;0;3.54;0.94;0;0.203;"{""calcium"":13.0,""eisen"":0.88,""kalium"":194.0,""kupfer"":0.041,""magnesium"":22.0,""mangan"":0.018,""natrium"":81.0,""phosphor"":155.0,""selen"":17.8,""vitamin_a"":18.0,""vitamin_b1"":0.059,""vitamin_b12"":0.38,""vitamin_b2"":0.101,""vitamin_b3"":7.359,""vitamin_b5"":0.836,""vitamin_b6"":0.53,""vitamin_b9"":4.0,""vitamin_c"":1.2,""vitamin_d"":0.1,""vitamin_e"":0.13,""vitamin_k"":0.0,""zink"":1.63}"
171116;Haehnchenhack roh;Chicken, ground, raw;;;143;17.44;0.04;0;8.1;2.301;0;0.15;"{""calcium"":6.0,""eisen"":0.82,""kalium"":522.0,""kupfer"":0.065,""magnesium"":21.0,""mangan"":0.016,""natrium"":60.0,""phosphor"":178.0,""selen"":10.2,""vitamin_a"":0.0,""vitamin_b1"":0.109,""vitamin_b12"":0.56,""vitamin_b2"":0.241,""vitamin_b3"":5.575,""vitamin_b5"":1.092,""vitamin_b6"":0.512,""vitamin_b9"":1.0,""vitamin_c"":0.0,""vitamin_e"":0.27,""vitamin_k"":0.8,""zink"":1.47}"
169886;Veggie-Haehnchenhack;Chicken, meatless;;;224;23.64;3.64;0;12.73;1.534;3.6;1.773;"{""calcium"":35.0,""eisen"":3.27,""kalium"":54.0,""kupfer"":0.689,""magnesium"":17.0,""mangan"":1.177,""natrium"":709.0,""phosphor"":335.0,""selen"":7.4,""vitamin_a"":0.0,""vitamin_b1"":0.062,""vitamin_b12"":2.18,""vitamin_b2"":0.247,""vitamin_b3"":1.454,""vitamin_b5"":0.579,""vitamin_b6"":0.7,""vitamin_b9"":76.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":2.68,""vitamin_k"":0.0,""zink"":0.7}"
171060;Hähnchenleber;Chicken, liver, all classes, raw;;;119;16.92;0.73;0;4.83;1.563;0;0.178;"{""calcium"":8.0,""eisen"":8.99,""kalium"":230.0,""kupfer"":0.492,""magnesium"":19.0,""mangan"":0.255,""natrium"":71.0,""phosphor"":297.0,""selen"":54.6,""vitamin_a"":3296.0,""vitamin_b1"":0.305,""vitamin_b12"":16.58,""vitamin_b2"":1.778,""vitamin_b3"":9.728,""vitamin_b5"":6.233,""vitamin_b6"":0.853,""vitamin_b9"":588.0,""vitamin_c"":17.9,""vitamin_d"":0.0,""vitamin_e"":0.7,""vitamin_k"":0.0,""zink"":2.67}"
171458;Hähnchenherz;Chicken, heart, all classes, raw;;;153;15.55;0.71;0;9.33;2.66;0;0.185;"{""calcium"":12.0,""eisen"":5.96,""kalium"":176.0,""kupfer"":0.346,""magnesium"":15.0,""mangan"":0.089,""natrium"":74.0,""phosphor"":177.0,""selen"":4.3,""vitamin_a"":9.0,""vitamin_b1"":0.152,""vitamin_b12"":7.29,""vitamin_b2"":0.728,""vitamin_b3"":4.883,""vitamin_b5"":2.559,""vitamin_b6"":0.36,""vitamin_b9"":72.0,""vitamin_c"":3.2,""zink"":6.59}"
171098;Putenbrust;Turkey, whole, breast, meat only, raw;;;114;23.66;0.14;0.05;1.48;0.289;0;0.283;"{""calcium"":11.0,""eisen"":0.73,""kalium"":242.0,""kupfer"":0.07,""magnesium"":28.0,""mangan"":0.011,""natrium"":113.0,""phosphor"":201.0,""selen"":22.7,""vitamin_a"":6.0,""vitamin_b1"":0.042,""vitamin_b12"":0.63,""vitamin_b2"":0.145,""vitamin_b3"":9.924,""vitamin_b5"":0.775,""vitamin_b6"":0.813,""vitamin_b9"":7.0,""vitamin_c"":0.0,""vitamin_d"":0.1,""vitamin_e"":0.06,""vitamin_k"":0.0,""zink"":1.28}"
171528;Putenbrust mit Haut;Turkey, retail parts, breast, meat and skin, raw;;;155;21.88;0;0;7.45;1.756;0;0.18;"{""calcium"":9.0,""eisen"":0.77,""kalium"":247.0,""kupfer"":0.054,""magnesium"":24.0,""mangan"":0.006,""natrium"":72.0,""phosphor"":176.0,""selen"":20.4,""vitamin_a"":16.0,""vitamin_b1"":0.048,""vitamin_b12"":1.28,""vitamin_b2"":0.157,""vitamin_b3"":9.4,""vitamin_b5"":0.972,""vitamin_b6"":0.724,""vitamin_b9"":7.0,""vitamin_c"":0.0,""vitamin_d"":0.3,""vitamin_e"":0.09,""vitamin_k"":0.0,""zink"":1.15}"
