fdc_id;name_de;name_en;brand;ingredients_en;kcal;protein;carbs;sugar;fat;satfat;fiber;salt;micronutrients_json
172806;;Bread, crumbs, dry, grated, seasoned;;;383;14.13;68.49;5.74;5.48;1.391;4.9;5.25;"{""calcium"":182.0,""eisen"":4.92,""kalium"":231.0,""kupfer"":0.244,""magnesium"":46.0,""mangan"":0.984,""natrium"":2100.0,""phosphor"":177.0,""selen"":24.7,""vitamin_a"":10.0,""vitamin_b1"":0.961,""vitamin_b12"":0.35,""vitamin_b2"":0.415,""vitamin_b3"":6.161,""vitamin_b5"":0.623,""vitamin_b6"":0.171,""vitamin_b9"":119.0,""vitamin_c"":2.7,""vitamin_d"":0.0,""vitamin_e"":0.26,""vitamin_k"":46.0,""zink"":1.43}"
172673;;Bread, egg;;;287;9.5;47.8;1.78;6;1.593;2.3;0.95;"{""calcium"":93.0,""eisen"":3.04,""kalium"":115.0,""kupfer"":0.162,""magnesium"":19.0,""mangan"":0.5,""natrium"":380.0,""phosphor"":106.0,""selen"":30.1,""vitamin_a"":63.0,""vitamin_b1"":0.438,""vitamin_b12"":0.1,""vitamin_b2"":0.436,""vitamin_b3"":4.848,""vitamin_b5"":0.282,""vitamin_b6"":0.064,""vitamin_b9"":105.0,""vitamin_c"":0.0,""vitamin_d"":0.4,""vitamin_e"":0.26,""vitamin_k"":0.9,""zink"":0.79}"
172674;;Bread, egg, toasted;;;315;10.5;52.6;1.94;6.6;1.616;2.5;1.043;"{""calcium"":102.0,""eisen"":3.34,""kalium"":126.0,""kupfer"":0.178,""magnesium"":21.0,""mangan"":0.549,""natrium"":417.0,""phosphor"":117.0,""selen"":32.9,""vitamin_a"":69.0,""vitamin_b1"":0.385,""vitamin_b12"":0.11,""vitamin_b2"":0.432,""vitamin_b3"":4.795,""vitamin_b5"":0.202,""vitamin_b6"":0.064,""vitamin_b9"":98.0,""vitamin_c"":0.0,""vitamin_d"":0.5,""vitamin_e"":0.29,""vitamin_k"":1.0,""zink"":0.86}"
172675;;Bread, french or vienna (includes sourdough);;;272;10.75;51.88;4.62;2.42;0.529;2.2;1.505;"{""calcium"":52.0,""eisen"":3.91,""kalium"":117.0,""kupfer"":0.152,""magnesium"":32.0,""mangan"":0.577,""natrium"":602.0,""phosphor"":105.0,""selen"":28.6,""vitamin_a"":0.0,""vitamin_b1"":0.71,""vitamin_b12"":0.0,""vitamin_b2"":0.427,""vitamin_b3"":4.817,""vitamin_b5"":0.455,""vitamin_b6"":0.107,""vitamin_b9"":123.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.21,""vitamin_k"":0.7,""zink"":1.04}"
174911;;Bread, french or vienna, toasted (includes sourdough);;;319;13;61.93;3.59;2.14;0.502;3.1;1.8;"{""calcium"":47.0,""eisen"":3.87,""kalium"":140.0,""kupfer"":0.15,""magnesium"":31.0,""mangan"":0.573,""natrium"":720.0,""phosphor"":126.0,""selen"":29.7,""vitamin_a"":0.0,""vitamin_b1"":0.427,""vitamin_b12"":0.0,""vitamin_b2"":0.37,""vitamin_b3"":5.38,""vitamin_b5"":0.616,""vitamin_b6"":0.096,""vitamin_b9"":140.0,""vitamin_c"":0.2,""vitamin_d"":0.0,""vitamin_e"":0.19,""vitamin_k"":0.5,""zink"":1.05}"
174091;;Bread, french or vienna, whole wheat;;;239;8.33;49.1;0;1.04;0;4.2;0.938;"{""calcium"":42.0,""eisen"":0.75,""kalium"":163.0,""kupfer"":0.188,""magnesium"":52.0,""natrium"":375.0,""phosphor"":159.0,""selen"":31.4,""vitamin_a"":0.0,""vitamin_b1"":0.522,""vitamin_b12"":0.0,""vitamin_b2"":0.252,""vitamin_b3"":3.902,""vitamin_b6"":0.16,""vitamin_b9"":96.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.3,""vitamin_k"":0.7,""zink"":1.16}"
174099;;Bread, gluten-free, white, made with potato extract, rice starch, and rice flour;;;320;3.13;52.83;8.36;10.7;0.339;3.5;1.32;"{""calcium"":24.0,""eisen"":0.76,""kalium"":92.0,""kupfer"":0.039,""magnesium"":11.0,""mangan"":0.174,""natrium"":528.0,""phosphor"":37.0,""zink"":0.26}"
174100;;Bread, gluten-free, white, made with rice flour, corn starch, and/or tapioca;;;248;4.31;45.78;3.53;5.24;0.977;4.3;1.118;"{""calcium"":138.0,""eisen"":2.63,""kalium"":75.0,""kupfer"":0.075,""magnesium"":12.0,""mangan"":0.21,""natrium"":447.0,""phosphor"":51.0,""selen"":0.4,""vitamin_a"":0.0,""vitamin_b1"":0.375,""vitamin_b12"":0.0,""vitamin_b2"":0.505,""vitamin_b3"":2.775,""vitamin_b6"":0.073,""vitamin_b9"":36.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.6,""vitamin_k"":0.3,""zink"":0.48}"
174101;;Bread, gluten-free, white, made with tapioca starch and brown rice flour;;;298;5.4;51.15;11.3;8.02;0.629;5.5;1.288;"{""calcium"":59.0,""eisen"":0.53,""kalium"":107.0,""kupfer"":0.053,""magnesium"":25.0,""mangan"":0.439,""natrium"":515.0,""phosphor"":70.0,""selen"":11.0,""vitamin_b1"":0.135,""vitamin_b2"":0.27,""vitamin_b3"":1.405,""vitamin_b6"":0.095,""vitamin_b9"":19.0,""vitamin_e"":1.61,""zink"":0.51}"
174102;;Bread, gluten-free, whole grain, made with tapioca starch and brown rice flour;;;309;7.25;49.09;9.81;9.34;0.266;4.9;1.275;"{""calcium"":60.0,""eisen"":0.76,""kalium"":123.0,""kupfer"":0.074,""magnesium"":31.0,""mangan"":0.505,""natrium"":510.0,""phosphor"":77.0,""vitamin_b1"":0.18,""vitamin_b2"":0.32,""vitamin_b3"":1.41,""vitamin_b6"":0.09,""zink"":0.58}"
174912;;Bread, irish soda, prepared from recipe;;;290;6.6;56;0;5;1.111;2.6;0.995;"{""calcium"":81.0,""eisen"":2.69,""kalium"":266.0,""kupfer"":0.13,""magnesium"":23.0,""mangan"":0.355,""natrium"":398.0,""phosphor"":114.0,""selen"":16.0,""vitamin_a"":48.0,""vitamin_b1"":0.298,""vitamin_b12"":0.05,""vitamin_b2"":0.269,""vitamin_b3"":2.405,""vitamin_b5"":0.25,""vitamin_b6"":0.083,""vitamin_b9"":47.0,""vitamin_c"":0.8,""zink"":0.57}"
174913;;Bread, Italian;;;259;9.49;48.11;4.69;2.73;0.544;2.1;1.545;"{""calcium"":105.0,""eisen"":3.45,""kalium"":124.0,""kupfer"":0.121,""magnesium"":26.0,""mangan"":0.491,""natrium"":618.0,""phosphor"":95.0,""selen"":17.2,""vitamin_a"":0.0,""vitamin_b1"":0.582,""vitamin_b12"":0.0,""vitamin_b2"":0.321,""vitamin_b3"":4.538,""vitamin_b5"":0.371,""vitamin_b6"":0.104,""vitamin_b9"":102.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.29,""vitamin_k"":3.0,""zink"":0.79}"
167633;;Bread, kneel down (Navajo);;;195;4.29;39.47;3.74;2.21;0.353;0;0.315;"{""calcium"":5.0,""eisen"":1.11,""kalium"":320.0,""kupfer"":0.095,""magnesium"":55.0,""mangan"":0.303,""natrium"":126.0,""phosphor"":164.0,""selen"":11.9,""vitamin_b1"":0.12,""vitamin_b2"":0.132,""vitamin_b3"":2.49,""vitamin_b5"":0.354,""vitamin_b9"":98.0,""vitamin_e"":0.0,""vitamin_k"":0.3,""zink"":1.46}"
168013;;Bread, multi-grain (includes whole-grain);;;265;13.36;43.34;6.39;4.23;0.872;7.4;0.953;"{""calcium"":103.0,""eisen"":2.5,""kalium"":230.0,""kupfer"":0.282,""magnesium"":78.0,""mangan"":2.025,""natrium"":381.0,""phosphor"":228.0,""selen"":32.9,""vitamin_a"":0.0,""vitamin_b1"":0.279,""vitamin_b12"":0.0,""vitamin_b2"":0.131,""vitamin_b3"":4.042,""vitamin_b5"":0.336,""vitamin_b6"":0.263,""vitamin_b9"":75.0,""vitamin_c"":0.1,""vitamin_d"":0.0,""vitamin_e"":0.37,""vitamin_k"":1.4,""zink"":1.7}"
174914;;Bread, multi-grain, toasted (includes whole-grain);;;288;14.52;47.11;6.94;4.6;0.948;8.1;1.035;"{""calcium"":111.0,""eisen"":2.72,""kalium"":250.0,""kupfer"":0.307,""magnesium"":85.0,""mangan"":2.201,""natrium"":414.0,""phosphor"":247.0,""selen"":35.8,""vitamin_a"":0.0,""vitamin_b1"":0.243,""vitamin_b12"":0.0,""vitamin_b2"":0.142,""vitamin_b3"":4.394,""vitamin_b5"":0.365,""vitamin_b6"":0.286,""vitamin_b9"":70.0,""vitamin_c"":0.1,""vitamin_d"":0.0,""vitamin_e"":0.4,""vitamin_k"":1.5,""zink"":1.85}"
171845;;Bread, naan, plain, commercially prepared, refrigerated;;;291;9.62;50.43;3.55;5.65;1.393;2.2;1.163;"{""calcium"":84.0,""eisen"":3.25,""kalium"":125.0,""kupfer"":0.129,""magnesium"":27.0,""mangan"":0.514,""natrium"":465.0,""phosphor"":100.0,""selen"":27.9,""vitamin_b1"":0.78,""vitamin_b2"":0.51,""vitamin_b3"":5.84,""vitamin_b5"":0.445,""vitamin_b6"":0.095,""vitamin_b9"":102.0,""vitamin_e"":0.79,""zink"":0.81}"
174077;;Bread, naan, whole wheat, commercially prepared, refrigerated;;;286;10.2;46.21;3.4;6.7;2.907;4.8;1.168;"{""calcium"":59.0,""eisen"":1.73,""kalium"":185.0,""kupfer"":0.158,""magnesium"":68.0,""mangan"":1.4,""natrium"":467.0,""phosphor"":188.0,""selen"":11.4,""vitamin_a"":2.0,""vitamin_b1"":0.176,""vitamin_b12"":0.0,""vitamin_b2"":0.18,""vitamin_b3"":3.58,""vitamin_b6"":0.128,""vitamin_b9"":16.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":1.32,""vitamin_k"":3.3,""zink"":1.24}"
172676;;Bread, oat bran;;;236;10.4;39.8;7.7;4.4;0.697;4.5;0.883;"{""calcium"":65.0,""eisen"":3.12,""kalium"":147.0,""kupfer"":0.135,""magnesium"":35.0,""mangan"":0.779,""natrium"":353.0,""phosphor"":141.0,""selen"":30.0,""vitamin_a"":2.0,""vitamin_b1"":0.504,""vitamin_b12"":0.0,""vitamin_b2"":0.346,""vitamin_b3"":4.831,""vitamin_b5"":0.581,""vitamin_b6"":0.073,""vitamin_b9"":81.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.44,""vitamin_k"":1.2,""zink"":0.89}"
172677;;Bread, oat bran, toasted;;;259;11.4;43.7;8.46;4.8;0.766;4.9;0.968;"{""calcium"":71.0,""eisen"":3.43,""kalium"":123.0,""kupfer"":0.128,""magnesium"":34.0,""mangan"":0.76,""natrium"":387.0,""phosphor"":116.0,""selen"":33.0,""vitamin_a"":2.0,""vitamin_b1"":0.443,""vitamin_b12"":0.0,""vitamin_b2"":0.343,""vitamin_b3"":4.778,""vitamin_b5"":0.114,""vitamin_b6"":0.04,""vitamin_b9"":69.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.48,""vitamin_k"":1.3,""zink"":1.05}"
172678;;Bread, oatmeal;;;269;8.4;48.5;8.14;4.4;0.703;4;1.118;"{""calcium"":66.0,""eisen"":2.7,""kalium"":142.0,""kupfer"":0.209,""magnesium"":37.0,""mangan"":0.94,""natrium"":447.0,""phosphor"":126.0,""selen"":24.6,""vitamin_a"":5.0,""vitamin_b1"":0.399,""vitamin_b12"":0.03,""vitamin_b2"":0.24,""vitamin_b3"":3.136,""vitamin_b5"":0.341,""vitamin_b6"":0.068,""vitamin_b9"":62.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.48,""vitamin_k"":1.5,""zink"":1.02}"
172679;;Bread, oatmeal, toasted;;;292;9.2;52.7;8.84;4.8;0.764;4.3;1.215;"{""calcium"":72.0,""eisen"":2.94,""kalium"":154.0,""kupfer"":0.227,""magnesium"":41.0,""mangan"":1.022,""natrium"":486.0,""phosphor"":137.0,""selen"":26.7,""vitamin_a"":5.0,""vitamin_b1"":0.347,""vitamin_b12"":0.02,""vitamin_b2"":0.235,""vitamin_b3"":3.068,""vitamin_b5"":0.241,""vitamin_b6"":0.067,""vitamin_b9"":53.0,""vitamin_c"":0.3,""vitamin_d"":0.0,""vitamin_e"":0.53,""vitamin_k"":1.7,""zink"":1.11}"
167935;;Bread, pan dulce, sweet yeast bread;;;367;9.42;56.38;12.5;11.58;2.183;2.3;0.57;"{""calcium"":86.0,""eisen"":2.87,""kalium"":103.0,""kupfer"":0.121,""magnesium"":24.0,""mangan"":0.46,""natrium"":228.0,""phosphor"":94.0,""selen"":26.2,""vitamin_a"":5.0,""vitamin_b1"":0.377,""vitamin_b12"":0.11,""vitamin_b2"":0.23,""vitamin_b3"":3.463,""vitamin_b5"":0.59,""vitamin_b6"":0.057,""vitamin_b9"":108.0,""vitamin_c"":1.2,""vitamin_d"":0.0,""vitamin_e"":0.29,""vitamin_k"":1.6,""zink"":0.84}"
174076;;Bread, paratha, whole wheat, commercially prepared, frozen;;;326;6.36;45.35;4.15;13.2;5.826;9.6;1.13;"{""calcium"":25.0,""eisen"":1.61,""kalium"":139.0,""kupfer"":0.146,""magnesium"":37.0,""mangan"":1.054,""natrium"":452.0,""phosphor"":120.0,""selen"":7.1,""vitamin_a"":2.0,""vitamin_b1"":0.11,""vitamin_b12"":0.0,""vitamin_b2"":0.076,""vitamin_b3"":1.83,""vitamin_b5"":0.465,""vitamin_b6"":0.08,""vitamin_b9"":10.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":1.35,""vitamin_k"":3.4,""zink"":0.82}"
174915;;Bread, pita, white, enriched;;;275;9.1;55.7;1.3;1.2;0.166;2.2;1.34;"{""calcium"":86.0,""eisen"":2.62,""kalium"":120.0,""kupfer"":0.168,""magnesium"":26.0,""mangan"":0.481,""natrium"":536.0,""phosphor"":97.0,""selen"":27.1,""vitamin_a"":0.0,""vitamin_b1"":0.599,""vitamin_b12"":0.0,""vitamin_b2"":0.327,""vitamin_b3"":4.632,""vitamin_b5"":0.397,""vitamin_b6"":0.034,""vitamin_b9"":107.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.3,""vitamin_k"":0.2,""zink"":0.84}"
172816;;Bread, pita, white, unenriched;;;275;9.1;55.7;0;1.2;0.166;2.2;1.34;"{""calcium"":86.0,""eisen"":1.4,""kalium"":120.0,""kupfer"":0.168,""magnesium"":26.0,""mangan"":0.481,""natrium"":536.0,""phosphor"":97.0,""vitamin_a"":0.0,""vitamin_b1"":0.267,""vitamin_b12"":0.0,""vitamin_b2"":0.097,""vitamin_b3"":2.142,""vitamin_b5"":0.397,""vitamin_b6"":0.034,""vitamin_b9"":24.0,""vitamin_c"":0.0,""zink"":0.84}"
174916;;Bread, pita, whole-wheat;;;262;9.8;55.89;2.87;1.71;0.208;6.1;1.053;"{""calcium"":15.0,""eisen"":3.06,""kalium"":170.0,""kupfer"":0.29,""magnesium"":69.0,""mangan"":1.74,""natrium"":421.0,""phosphor"":180.0,""selen"":44.0,""vitamin_a"":0.0,""vitamin_b1"":0.339,""vitamin_b12"":0.0,""vitamin_b2"":0.08,""vitamin_b3"":2.84,""vitamin_b5"":0.831,""vitamin_b6"":0.265,""vitamin_b9"":35.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.61,""vitamin_k"":1.4,""zink"":1.52}"
167943;;Bread, potato;;;266;12.5;47.07;9.38;3.13;0;6.3;0.938;"{""calcium"":188.0,""eisen"":2.25,""kalium"":718.0,""kupfer"":0.094,""magnesium"":28.0,""mangan"":0.253,""natrium"":375.0,""phosphor"":369.0,""selen"":9.5,""vitamin_a"":24.0,""vitamin_b1"":0.188,""vitamin_b12"":0.15,""vitamin_b2"":0.106,""vitamin_b3"":1.25,""vitamin_b5"":0.817,""vitamin_b6"":0.232,""vitamin_b9"":126.0,""vitamin_c"":0.0,""vitamin_d"":0.1,""vitamin_e"":0.47,""vitamin_k"":6.8,""zink"":1.44}"
167527;;Bread, pound cake type, pan de torta salvadoran;;;390;7.06;51.29;18.1;17.45;3.042;1.7;0.975;"{""calcium"":46.0,""eisen"":2.2,""kalium"":210.0,""kupfer"":0.03,""magnesium"":19.0,""mangan"":0.26,""natrium"":390.0,""phosphor"":300.0,""selen"":13.5,""vitamin_b1"":0.07,""vitamin_b2"":0.18,""vitamin_b3"":4.7,""vitamin_b5"":0.55,""vitamin_b6"":0.05,""vitamin_e"":1.42,""zink"":0.62}"
174917;;Bread, protein (includes gluten);;;245;12.1;43.8;1.44;2.2;0.332;3;1.01;"{""calcium"":124.0,""eisen"":4.15,""kalium"":322.0,""kupfer"":0.417,""magnesium"":65.0,""mangan"":1.472,""natrium"":404.0,""phosphor"":185.0,""selen"":32.9,""vitamin_a"":0.0,""vitamin_b1"":0.36,""vitamin_b12"":0.0,""vitamin_b2"":0.394,""vitamin_b3"":4.289,""vitamin_b5"":0.42,""vitamin_b6"":0.071,""vitamin_b9"":116.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.36,""vitamin_k"":1.3,""zink"":1.82}"
172809;;Bread, protein, (includes gluten), toasted;;;270;13.2;48.1;1.44;2.4;0.364;3.3;1.11;"{""calcium"":136.0,""eisen"":4.56,""kalium"":346.0,""kupfer"":0.205,""magnesium"":56.0,""mangan"":0.803,""natrium"":444.0,""phosphor"":189.0,""selen"":36.2,""vitamin_a"":0.0,""vitamin_b1"":0.317,""vitamin_b12"":0.0,""vitamin_b2"":0.389,""vitamin_b3"":4.241,""vitamin_b5"":0.3,""vitamin_b6"":0.07,""vitamin_b9"":99.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.36,""vitamin_k"":1.3,""zink"":1.17}"
174918;;Bread, pumpernickel;;;250;8.7;47.5;0.53;3.1;0.437;6.5;1.49;"{""calcium"":68.0,""eisen"":2.87,""kalium"":208.0,""kupfer"":0.287,""magnesium"":54.0,""mangan"":1.305,""natrium"":596.0,""phosphor"":178.0,""selen"":24.5,""vitamin_a"":0.0,""vitamin_b1"":0.327,""vitamin_b12"":0.0,""vitamin_b2"":0.305,""vitamin_b3"":3.091,""vitamin_b5"":0.404,""vitamin_b6"":0.126,""vitamin_b9"":93.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.42,""vitamin_k"":0.8,""zink"":1.48}"
172680;;Bread, raisin, enriched;;;274;7.9;52.3;5.68;4.4;1.081;4.3;0.868;"{""calcium"":66.0,""eisen"":2.9,""kalium"":227.0,""kupfer"":0.198,""magnesium"":26.0,""mangan"":0.501,""natrium"":347.0,""phosphor"":109.0,""selen"":20.0,""vitamin_a"":0.0,""vitamin_b1"":0.339,""vitamin_b12"":0.0,""vitamin_b2"":0.398,""vitamin_b3"":3.466,""vitamin_b5"":0.387,""vitamin_b6"":0.069,""vitamin_b9"":106.0,""vitamin_c"":0.1,""vitamin_d"":0.0,""vitamin_e"":0.28,""vitamin_k"":1.7,""zink"":0.72}"
172681;;Bread, raisin, enriched, toasted;;;297;8.6;56.9;6.18;4.8;1.175;4.7;0.943;"{""calcium"":72.0,""eisen"":3.15,""kalium"":246.0,""kupfer"":0.215,""magnesium"":28.0,""mangan"":0.545,""natrium"":377.0,""phosphor"":118.0,""selen"":21.7,""vitamin_a"":0.0,""vitamin_b1"":0.294,""vitamin_b12"":0.0,""vitamin_b2"":0.39,""vitamin_b3"":3.391,""vitamin_b5"":0.274,""vitamin_b6"":0.068,""vitamin_b9"":98.0,""vitamin_c"":0.4,""vitamin_d"":0.0,""vitamin_e"":0.31,""vitamin_k"":1.9,""zink"":0.78}"
172817;;Bread, raisin, unenriched;;;274;7.9;52.3;0;4.4;1.081;4.3;0.975;"{""calcium"":66.0,""eisen"":1.83,""kalium"":227.0,""kupfer"":0.198,""magnesium"":26.0,""mangan"":0.501,""natrium"":390.0,""phosphor"":109.0,""vitamin_a"":0.0,""vitamin_b1"":0.177,""vitamin_b12"":0.0,""vitamin_b2"":0.173,""vitamin_b3"":1.495,""vitamin_b5"":0.387,""vitamin_b6"":0.069,""vitamin_b9"":34.0,""vitamin_c"":0.1,""zink"":0.72}"
172682;;Bread, reduced-calorie, oat bran;;;201;8;41.3;3.52;3.2;0.445;12;1.148;"{""calcium"":57.0,""eisen"":3.15,""kalium"":102.0,""kupfer"":0.291,""magnesium"":55.0,""mangan"":1.101,""natrium"":459.0,""phosphor"":139.0,""selen"":20.6,""vitamin_a"":0.0,""vitamin_b1"":0.354,""vitamin_b12"":0.0,""vitamin_b2"":0.203,""vitamin_b3"":3.763,""vitamin_b5"":0.492,""vitamin_b6"":0.103,""vitamin_b9"":81.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.28,""vitamin_k"":1.7,""zink"":1.05}"
172683;;Bread, reduced-calorie, oat bran, toasted;;;239;9.5;49.2;4.2;3.8;0.53;14.3;1.368;"{""calcium"":68.0,""eisen"":3.75,""kalium"":122.0,""kupfer"":0.147,""magnesium"":55.0,""mangan"":1.006,""natrium"":547.0,""phosphor"":144.0,""selen"":24.5,""vitamin_a"":0.0,""vitamin_b1"":0.338,""vitamin_b12"":0.0,""vitamin_b2"":0.217,""vitamin_b3"":4.032,""vitamin_b5"":0.166,""vitamin_b6"":0.087,""vitamin_b9"":82.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.33,""vitamin_k"":2.0,""zink"":1.19}"
174919;;Bread, reduced-calorie, oatmeal;;;210;7.6;43.3;0;3.5;0.599;0;0.97;"{""calcium"":115.0,""eisen"":2.3,""kalium"":124.0,""kupfer"":0.099,""magnesium"":24.0,""mangan"":0.539,""natrium"":388.0,""phosphor"":100.0,""selen"":23.0,""vitamin_a"":0.0,""vitamin_b1"":0.348,""vitamin_b12"":0.1,""vitamin_b2"":0.28,""vitamin_b3"":3.03,""vitamin_b5"":0.431,""vitamin_b6"":0.045,""vitamin_b9"":55.0,""vitamin_c"":0.2,""zink"":0.83}"
174920;;Bread, reduced-calorie, rye;;;203;9.1;40.5;2.29;2.9;0.368;12;1.283;"{""calcium"":76.0,""eisen"":3.1,""kalium"":98.0,""kupfer"":0.133,""magnesium"":22.0,""mangan"":0.453,""natrium"":513.0,""phosphor"":78.0,""selen"":27.9,""vitamin_a"":0.0,""vitamin_b1"":0.367,""vitamin_b12"":0.04,""vitamin_b2"":0.24,""vitamin_b3"":2.527,""vitamin_b5"":0.297,""vitamin_b6"":0.077,""vitamin_b9"":58.0,""vitamin_c"":0.4,""vitamin_d"":0.0,""vitamin_e"":0.28,""vitamin_k"":0.6,""zink"":0.66}"
174921;;Bread, reduced-calorie, wheat;;;217;13.32;42.47;3.71;2.92;0.84;11.1;0.83;"{""calcium"":163.0,""eisen"":2.91,""kalium"":150.0,""kupfer"":0.171,""magnesium"":43.0,""mangan"":1.21,""natrium"":332.0,""phosphor"":149.0,""selen"":30.4,""vitamin_a"":0.0,""vitamin_b1"":0.35,""vitamin_b12"":0.0,""vitamin_b2"":0.14,""vitamin_b3"":3.78,""vitamin_b6"":0.06,""vitamin_b9"":91.0,""vitamin_c"":0.1,""vitamin_d"":0.0,""vitamin_e"":0.24,""vitamin_k"":0.2,""zink"":1.35}"
174922;;Bread, reduced-calorie, white;;;207;8.7;44.3;4.76;2.5;0.549;9.7;1.198;"{""calcium"":94.0,""eisen"":3.19,""kalium"":76.0,""kupfer"":0.33,""magnesium"":23.0,""mangan"":0.391,""natrium"":479.0,""phosphor"":121.0,""selen"":21.7,""vitamin_a"":0.0,""vitamin_b1"":0.41,""vitamin_b12"":0.28,""vitamin_b2"":0.289,""vitamin_b3"":3.641,""vitamin_b5"":0.462,""vitamin_b6"":0.042,""vitamin_b9"":95.0,""vitamin_c"":0.5,""vitamin_d"":0.0,""vitamin_e"":0.19,""vitamin_k"":0.6,""zink"":1.34}"
174923;;Bread, rice bran;;;243;8.9;43.5;4.67;4.6;0.709;4.9;0.673;"{""calcium"":69.0,""eisen"":3.61,""kalium"":215.0,""kupfer"":0.184,""magnesium"":80.0,""mangan"":1.585,""natrium"":269.0,""phosphor"":178.0,""selen"":28.7,""vitamin_a"":0.0,""vitamin_b1"":0.653,""vitamin_b12"":0.0,""vitamin_b2"":0.3,""vitamin_b3"":6.81,""vitamin_b5"":0.776,""vitamin_b6"":0.268,""vitamin_b9"":86.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.65,""vitamin_k"":1.0,""zink"":1.31}"
175044;;Bread, rice bran, toasted;;;264;9.7;47.3;5.08;5;0.771;5.3;0.73;"{""calcium"":75.0,""eisen"":3.92,""kalium"":212.0,""kupfer"":0.182,""magnesium"":76.0,""mangan"":1.521,""natrium"":292.0,""phosphor"":174.0,""selen"":31.2,""vitamin_a"":0.0,""vitamin_b1"":0.568,""vitamin_b12"":0.0,""vitamin_b2"":0.293,""vitamin_b3"":6.662,""vitamin_b5"":0.26,""vitamin_b6"":0.208,""vitamin_b9"":79.0,""vitamin_c"":0.0,""vitamin_d"":0.0,""vitamin_e"":0.71,""vitamin_k"":1.1,""zink"":1.38}"
174078;;Bread, roll, Mexican, bollilo;;;318;10.65;55.77;3.55;5.8;1.401;2.2;1.265;"{""calcium"":41.0,""eisen"":3.9,""kalium"":131.0,""kupfer"":0.135,""magnesium"":30.0,""mangan"":0.68,""natrium"":506.0,""phosphor"":111.0,""selen"":38.8,""vitamin_a"":1.0,""vitamin_b1"":0.68,""vitamin_b12"":0.13,""vitamin_b2"":0.43,""vitamin_b3"":5.585,""vitamin_b5"":0.52,""vitamin_b6"":0.105,""vitamin_b9"":127.0,""vitamin_c"":0.2,""vitamin_d"":0.0,""vitamin_e"":0.0,""vitamin_k"":10.9,""zink"":0.88}"
172684;;Bread, rye;;;259;8.5;48.3;3.85;3.3;0.626;5.8;1.508;"{""calcium"":73.0,""eisen"":2.83,""kalium"":166.0,""kupfer"":0.186,""magnesium"":40.0,""mangan"":0.824,""natrium"":603.0,""phosphor"":125.0,""selen"":30.9,""vitamin_a"":0.0,""vitamin_b1"":0.434,""vitamin_b12"":0.0,""vitamin_b2"":0.335,""vitamin_b3"":3.805,""vitamin_b5"":0.44,""vitamin_b6"":0.075,""vitamin_b9"":110.0,""vitamin_c"":0.4,""vitamin_d"":0.0,""vitamin_e"":0.33,""vitamin_k"":1.2,""zink"":1.14}"
172685;;Bread, rye, toasted;;;284;9.4;53.1;4.23;3.6;0.688;6.4;1.66;"{""calcium"":80.0,""eisen"":3.1,""kalium"":183.0,""kupfer"":0.204,""magnesium"":43.0,""mangan"":0.905,""natrium"":664.0,""phosphor"":138.0,""selen"":34.0,""vitamin_a"":0.0,""vitamin_b1"":0.382,""vitamin_b12"":0.0,""vitamin_b2"":0.332,""vitamin_b3"":3.763,""vitamin_b5"":0.314,""vitamin_b6"":0.074,""vitamin_b9"":103.0,""vitamin_c"":0.2,""vitamin_d"":0.0,""vitamin_e"":0.37,""vitamin_k"":1.3,""zink"":1.25}"
167526;;Bread, salvadoran sweet cheese (quesadilla salvadorena);;;374;7.12;47.84;24.9;17.12;4.612;0.7;1.275;"{""calcium"":73.0,""eisen"":0.98,""kalium"":350.0,""kupfer"":0.03,""magnesium"":11.0,""mangan"":0.24,""natrium"":510.0,""phosphor"":200.0,""selen"":13.3,""vitamin_a"":141.0,""vitamin_b1"":0.02,""vitamin_b12"":0.35,""vitamin_b2"":0.08,""vitamin_b3"":1.2,""vitamin_b5"":0.7,""vitamin_b6"":0.04,""vitamin_b9"":33.0,""vitamin_c"":0.0,""vitamin_d"":0.3,""vitamin_e"":0.96,""vitamin_k"":11.2,""zink"":0.8}"
